Rank,Address,Name Tag,Balance,Percentage,Txn Count
4278,0x4e80744fa23cec76e1621ce0dfaceb4b1d532e12,Duelbits,"1,753.93010917 Ether",0.00146333%,114241
4279,0x1e803c1aef7662b7609e27b9d20299ec6354e269,,"1,753.58402504 Ether",0.00146304%,65
4280,0xdc3000447d6bb56be9be2070297544207d56155b,,"1,753.08642694 Ether",0.00146262%,13
4281,0x64763373e21bcc7ca7ac03e74c6dc56bea78a6f1,,"1,752.93527453 Ether",0.00146250%,338
4282,0x6fbab4e4a0ec000b418c97ba05fbd559a3efc59c,,"1,751.95944718 Ether",0.00146168%,10
4283,0xdb7d7922291e3fc267192845b41bd591524b1857,,"1,751.02516351 Ether",0.00146090%,289
4284,0xe300e0512455a06a9d3fc9eec26da11722f395f2,,"1,750.999559 Ether",0.00146088%,3
4285,0x88f9f97576f54bb2fab83ffd641efa4a35dac6c8,,"1,750.83728857 Ether",0.00146075%,26
4286,0x7dad608b3afd8dc6ba3aa52a83ab4454381fb36c,,"1,750.72792161 Ether",0.00146065%,22
4287,0x496011821730da38f78817b5620cc43a15cf7f6f,,"1,750.65286785 Ether",0.00146059%,128
4288,0x6cc7af6a76822d82c37179b7b50e9a5e820957d0,,"1,750.29374188 Ether",0.00146029%,32
4289,0x2a4331b02ca0630b5f0c68ecb3e1732866864cc7,,"1,750.00068051 Ether",0.00146005%,3
4290,0xaf1485048104758865af1542fa96cb4a9c9d014c,,"1,750 Ether",0.00146005%,13
4291,0x22f5b27ad1eb52fea44b1b90c9fd8d0206be4f4c,,"1,750 Ether",0.00146005%,3
4292,0x00b1aa217b215367dbefd86f1d19ed1a8a05dda3,,"1,749.03626147 Ether",0.00145924%,2
4293,0xd95869b1025b0b36ee6074799ee2d75e2c7c1e68,,"1,748.999895 Ether",0.00145921%,4
4294,0x22a333d81a4d7259896bc42b500764682ef15982,,"1,748.12996946 Ether",0.00145849%,1
4295,0xfedaea5f252b1cab94920e6fab38a7d6839358ae,,"1,747.59909999 Ether",0.00145804%,18
4296,0x6492780dc59598c6f8a4984c6deffd4600ba0003,,"1,747 Ether",0.00145754%,12
4297,0x29e6f0f497e41e67073e38acded3140fe4620fda,,"1,746.77972132 Ether",0.00145736%,12
4298,0xd6aa7c9a05c14b9ab4a3c5395156e8b216c53336,,"1,745.59009888 Ether",0.00145637%,582
4299,0x102a6df6e708aab763dcb0f4e7825291a98c26fa,,"1,744.60113708 Ether",0.00145554%,9
4300,0x08edfe5ba59d92fd13f49e77afa2bca65b8fcd15,,"1,744.59 Ether",0.00145553%,5
4301,0x74b0429f824cf8dabbd33e9a95e151c860e9643d,,"1,744.49850925 Ether",0.00145546%,30
4302,0xf5ae85bad4ad04d33ffbf87690fc72d7c8aba713,,"1,744.201139 Ether",0.00145521%,3
4303,0x5465c4e3b04581f290688477d06c14cf0b9d1be5,,"1,744.12085534 Ether",0.00145514%,31
4304,0x3308ef12341f194c0477b7d8c914c2eaefb4face,,"1,743.84971865 Ether",0.00145492%,8
4305,0xc2d963204e01918f1d5bcf328c336aa1da47a143,,"1,743.46344968 Ether",0.00145459%,2
4306,0x748de14197922c4ae258c7939c7739f3ff1db573,,"1,739.06593016 Ether",0.00145092%,19
4307,0xcdc28c1823c787f8e409b4384fb53efa1eef4bcc,,"1,739 Ether",0.00145087%,2
4308,0x8dc3a90c579f3130e73b4f4b9095e0d4401016ce,,"1,738.82803 Ether",0.00145073%,2
4309,0xce4b969e0647150fb6429c6d2f3a6e636f07d646,,"1,737.254334 Ether",0.00144941%,3
4310,0xc7ab8446a24cac71123b36e472363d5d9730a4b7,,"1,736.96900702 Ether",0.00144918%,28
4311,0xa8628b0fb8afa1b0f294635a40f50b69c2461186,,"1,735.64566923 Ether",0.00144807%,27
4312,0xdebfbe80c8aeba98a32968278463ccb639c6c4e3,,"1,735.50152088 Ether",0.00144795%,14691
4313,0x44b809cea82a0cff4ac619cc8be5c0f2eac7e3d5,,"1,735.00127603 Ether",0.00144753%,6
4314,0xa26c879cd4450878410530bdf1f130fa5ab69b67,,"1,735 Ether",0.00144753%,2
4315,0x3ffcbac6f26e0a71b49d7a959bdb7ee61281f79c,,"1,734.911085 Ether",0.00144746%,2
4316,0x3a34088d35f4fe4f25d1d42ec60540ebb2a67460,,"1,733.31250905 Ether",0.00144612%,1
4317,0xfb8f7ee56be51825f7eb72ba6c5b60875b8f0b66,,"1,730.003853 Ether",0.00144336%,8
4318,0x96aa573fed2f233410dbae5180145b23c31a02f0,,"1,730 Ether",0.00144336%,1
4319,0x6b38de841fad7f53fe02da115bd86aaf662466bd,,"1,729.9994243 Ether",0.00144336%,2
4320,0x3453de14e21af50f96377b8fb2ec2fcbf0cf7445,,"1,729.71036749 Ether",0.00144312%,76
4321,0xc0a5484e127496e6901ae47e906ee00d3e4b275c,,"1,728.74578809 Ether",0.00144231%,2
4322,0xbab2051a457ad7338d8cfe142089e4062de48bd0,,"1,727.03271942 Ether",0.00144089%,152
4323,0x1e7d1bc85539461f54aeb80ef724f1d94ec9575e,,"1,724.92639 Ether",0.00143913%,2
4324,0xa5c29c21aef46c6434c7bb194b67b2fe94b2caf9,,"1,718.28471815 Ether",0.00143359%,2
4325,0x4600d3df4d34d483c99052db095c9220c9818044,,"1,716.99098699 Ether",0.00143251%,8
4326,0xdfaab4ee2a3a45ab2caf5de9cd6a1faa9ddf38d3,,"1,715.24951433 Ether",0.00143105%,25
4327,0xb2f9af7e5901e6c3fbca8fb90106ed02f192a78c,,"1,714.99962675 Ether",0.00143085%,10
4328,0x8e5dedeaeb2ec54d0508973a0fccd1754586974a,,"1,713.93325036 Ether",0.00142996%,16
4329,0xa3fbc717e3dbe844b30cfac01f929d3e67c2eb45,,"1,713.6 Ether",0.00142968%,7
4330,0x167cb3f2446f829eb327344b66e271d1a7efec9a,,"1,712.80179423 Ether",0.00142901%,160440
4331,0x97cd7255146f4e4932506c9df41d75a1606f13d5,,"1,712.37299953 Ether",0.00142865%,13
4332,0xb78aaa0ba4f45992b34da51a2ee0ae1d9b87d147,,"1,712.33200482 Ether",0.00142862%,3
4333,0x2802431f1de984fe3f298074bc5110eb75fc9cf7,,"1,712 Ether",0.00142834%,1
4334,0x9be18aca2e1864d4b42c9bb772c32a4b6490a269,,"1,711.94841392 Ether",0.00142830%,5
4335,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin: MultiSig,"1,709.76495338 Ether",0.00142648%,313
4336,0x7d6b7711c1d5225b39d31612360c6b44c9ecb4e7,,"1,709.0577 Ether",0.00142589%,1
4337,0x409c2a693356ad15e156bf7d06ab1e09bcdd2e3e,,"1,708.9998824 Ether",0.00142584%,4
4338,0x38150c52d5faf49a6341b330e14cb384541f3c67,,"1,708.76468936 Ether",0.00142564%,31
4339,0x24d1adb297f2cb3e8bf487ac27cc5aea5ce88d0b,,"1,708.4655507 Ether",0.00142539%,30
4340,0x800dd46f2737bf97bc4c8a01f04b564a3732b946,,"1,706.98429306 Ether",0.00142416%,10
4341,0xa2dcee7b06d836abcfe2a9e669d8d8e6eb976e30,,"1,705.60010178 Ether",0.00142300%,13
4342,0x4aab5afd9b4d93c3f427bd8ee04ef48b7ab53206,,"1,705.12645379 Ether",0.00142261%,386
4343,0xe72f6d862070a987e9f3b98916a18f0870513be2,,"1,704.845898 Ether",0.00142237%,12
4344,0x1a47fc5aa33331f70c3d532750bf66424b056fe8,,"1,704.02413665 Ether",0.00142169%,10
4345,0xe2ff803c049b3cc3986e5f83bbf9cb2150d16c97,,"1,703.68471047 Ether",0.00142141%,2
4346,0x38fe9de76fd897bde5158dd01f1b4061a04ebe91,,"1,702.99871054 Ether",0.00142083%,4
4347,0xf72c0ba307b9f38d8230d8f6ba1d1e69b6e07c4f,,"1,702.96793855 Ether",0.00142081%,37
4348,0xda526b16ab6e01c1a7388c41af5cbb043eaec766,,"1,702.07264317 Ether",0.00142006%,2
4349,0xd5ec44e0041b6edb8b9c45286e1844f796f491d8,,"1,700.99901894 Ether",0.00141916%,36
4350,0x89fa6cd54f229f55c158325c79de2badf73d82be,,"1,700.69595513 Ether",0.00141891%,18
4351,0xbd25edc62a9af33557be7d14f20ea7e9ac07d526,,"1,700.65762791 Ether",0.00141888%,1
4352,0xafa72be25a6f2ff0f69c40e8c2a49f43c013a830,,"1,700.4712774 Ether",0.00141872%,4
4353,0x380a19ac342f019f1fbb0c2470c2793a9c4bb8d5,,"1,700.25625242 Ether",0.00141855%,2
4354,0x9b94b392496f1dea1b2f45e1f281467d9db91245,,"1,700.06901718 Ether",0.00141839%,14
4355,0x0e71e67590e9a4326ffad4f9dba8b0a583cdbdd8,,"1,700.06169513 Ether",0.00141838%,29
4356,0xfa545ef83e1402f077c86e21dfff5d1be59ae6cb,,"1,700.00440586 Ether",0.00141833%,7
4357,0x7afa8414cfaf1402b120f6d89cea7abfe9ffcf40,,"1,700 Ether",0.00141833%,2
4358,0x3edcad2b0e52887d90893b9dee01c76da5bec46b,,"1,699.63205812 Ether",0.00141802%,20
4359,0x9615c6eed69f2810968e6ee5f6ec46d665f1bb78,,"1,699.44674866 Ether",0.00141787%,97
4360,0xbe1e29804d75533908ff0d49286dccb1eb90a480,,"1,699.29531895 Ether",0.00141774%,20
4361,0x6d5a7597896a703fe8c85775b23395a48f971305,Cream.Finance: MultiSig,"1,698.25681488 Ether",0.00141688%,719
4362,0x7e9e9ed708988b0c830ec7d49427ce26f566ea20,,"1,697.03718792 Ether",0.00141586%,10
4363,0x14d0a0b633d5a7706d5b8fd2aec00504239a9f77,,"1,696.2652604 Ether",0.00141522%,8
4364,0x0c2d66682bc179235c1cfe1df89269841169e354,,"1,696.017225 Ether",0.00141501%,118
4365,0x80d3b454f1af88248f73f71c9b2ba63ffd1dfc3a,,"1,693.99114119 Ether",0.00141332%,2
4366,0xfbe89c70f19b9718fcb80812afb42344fcf649b0,,"1,693.95951693 Ether",0.00141329%,41
4367,0x8bc82d002370693cda5472856269096254c0ac09,,"1,693.936162 Ether",0.00141327%,0
4368,0x73c5c44e7500c7336f71c89db8387061d1c89693,,"1,692.18528024 Ether",0.00141181%,788
4369,0x15451590dbf5cbaa22088dacdddbf444f9e40a27,,"1,691.52183345 Ether",0.00141126%,86
4370,0xd82fd9fdf6996bedad2843159c06f37e0924337d,,"1,688.8 Ether",0.00140899%,1
4371,0x2e137faa329602631c86e0f7df64800e8beeeb8a,,"1,688.28936516 Ether",0.00140856%,93
4372,0x3b3c632df85e98185291270baa02ae1b76662a20,,"1,684.63973831 Ether",0.00140552%,431
4373,0xea3a6b08418febac9f9b54c6df6dc38c05ab78e6,,"1,684.44209972 Ether",0.00140535%,431
4374,0xcd458d7f11023556cc9058f729831a038cb8df9c,Poolin 4,"1,683.45773908 Ether",0.00140453%,38
4375,0x42c73ae52dcb43d7ecee34c492d52feaee709a61,,"1,682.77288538 Ether",0.00140396%,11
4376,0x5267dca5efb0a6013975d77f2b132b5d684f7a9d,,"1,681.30735287 Ether",0.00140274%,5
4377,0x316f9873a8c06b4bc037e0421bde770b5f1eaa89,,"1,681 Ether",0.00140248%,4
4378,0x1a3d260b43e810177b8d19dc35e6309177d188ca,,"1,680.97072353 Ether",0.00140245%,49
4379,0x76a52951d210b4ae08222c2efc57d0d1da0aa6bd,,"1,680.64620464 Ether",0.00140218%,6
4380,0x25d11b3615095b510d0b94f5ce504a99a832ae81,,"1,679.98796772 Ether",0.00140164%,6
4381,0xc9376d12ec1e531d9c14ee87cfb23448b4ca2704,,"1,678.19190894 Ether",0.00140014%,29
4382,0xfcbdbd98f9633c839730cf3173501a73eee40c9b,,"1,677.79242822 Ether",0.00139980%,263
4383,0x060b5c5320385f8230d86cc5a8e3dba74639223b,,"1,676.46672115 Ether",0.00139870%,24
4384,0x05b34bf3562c61715f70240104abc6ae8c80055c,,"1,674.44488774 Ether",0.00139701%,13
4385,0xed2aadada6e6baf17ec4ac3a0602459b87865243,,"1,673.83840439 Ether",0.00139650%,25
4386,0x57d4e9b4a191d2bba64abd6c9250a500e29eea74,,"1,673.4751156 Ether",0.00139620%,15765
4387,0xcbde5b2d234a2b45b95866c3bcdc7cf5d70d78f8,,"1,673.39247213 Ether",0.00139613%,60
4388,0x66c147ba38b450ee4347b60bcadb02d1674491db,,"1,672.64739749 Ether",0.00139551%,23
4389,0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,,"1,671.20679483 Ether",0.00139431%,589560
4390,0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf,,"1,670.68595917 Ether",0.00139387%,5898
4391,0x6ede9bd10cc53f94c24314222f6e44c8eb7f988d,,"1,670.16666299 Ether",0.00139344%,12
4392,0xde944c3069ef5f15e5e26b4b128473c253cff8c6,,"1,670.0042925 Ether",0.00139331%,6
4393,0x3af4b0526010d8930924847b3822975af469a602,,"1,670.000677 Ether",0.00139330%,12
4394,0x00e77cf5e333694f034c1c224139e10a5f7c217a,,"1,668.998908 Ether",0.00139247%,7
4395,0x7b8d881201beae627735eb50ebcf88dc49713f67,,"1,668.219114 Ether",0.00139182%,4
4396,0xfe907e46998834ca2b29ee4c1324dcdc23e97b19,,"1,667.06623984 Ether",0.00139085%,5015
4397,0x9247ae45052f5cee8cb599cc00b6f6295cb794f6,,"1,665.09772998 Ether",0.00138921%,44
4398,0x3904705da0a94cf7c2d8d61a522bf825fd718c89,,"1,664.45599446 Ether",0.00138868%,12186
4399,0x99aa168a6362674faecd51dfdad940b86cec0c73,,"1,663.3625132 Ether",0.00138776%,55
4400,0xea1a1db129a455abe54e173abfc56877250ddc3d,,"1,663 Ether",0.00138746%,3
4401,0x56b5fd035d5b756d51dc82881ffc8390c4a8900d,,"1,662.80289378 Ether",0.00138730%,474
4402,0x3a9705b05445ffb39f621cee7fc9dc529e911259,,"1,661.47721428 Ether",0.00138619%,15
4403,0xee2c094617f4aac4afa19cf9e9d37b0fa5584144,,"1,661.1689417 Ether",0.00138593%,2
4404,0xc0032bd28479cae45317c66b00b3052ed4a6c6b2,,"1,660.93597478 Ether",0.00138574%,99
4405,0x7499c6c5d844fca62b7204ede460a66f649e6885,,"1,659.83505929 Ether",0.00138482%,1793
4406,0x68a9857b0e540e5a800151d3e4a33037191a5dc4,,"1,658.62090106 Ether",0.00138381%,378
4407,0xebb3ddbd56b693744b6c82897663b2bb72248ae0,,"1,658.22525481 Ether",0.00138348%,31
4408,0xf81f58c8a140ac7a5c887a0fff50c6edcb2b8c4f,,"1,655.46890579 Ether",0.00138118%,105
4409,0xd7954b6e835b0efeac3a11f0c69961c3f33ae416,,"1,655.37424406 Ether",0.00138110%,7
4410,0xa16ea9a711c6da34b23afa1bf29f7c1faef89349,,"1,654.3955898 Ether",0.00138028%,1
4411,0x14922c53e159a03aba5294d916d5d514c50f8522,,"1,654.37008566 Ether",0.00138026%,18
4412,0xf1576a9e05a69852037558227b3a2c14964bd773,,"1,654.10693477 Ether",0.00138004%,6
4413,0x753ee9b33466439ab49a625960e377a9768cca61,,"1,653.80040366 Ether",0.00137979%,37
4414,0xa8ea0f7cf596ff01fc3d4b2f806488000732def7,,"1,652.89895 Ether",0.00137903%,4
4415,0xe1d3c71f9b2628ebc3c4c215608442813f3fa0dd,,"1,652.89 Ether",0.00137903%,2
4416,0xf46e9d5c9f2a697cf9f49556190e0414d16c8ef0,,"1,651.01924858 Ether",0.00137747%,3
4417,0xedd0af9d7a0cb92a263e8bbb785016d802956851,,"1,650.64215748 Ether",0.00137715%,13
4418,0x6bfbbcece24a19f51efaa9561f6e74216422d927,,"1,650.53337144 Ether",0.00137706%,78
4419,0xe8851d8dbc71b54b9f5f9d17aa40f2b129d969a4,,"1,650.300864 Ether",0.00137687%,34
4420,0xf392199ba61d9a53d09c1ee1c72a544ad46c2a87,,"1,650.00122855 Ether",0.00137662%,10
4421,0x4aa0a68f5bfdf37e2869a2f93e4065d8389d83dc,,"1,649.99639448 Ether",0.00137661%,8
4422,0x011d30da29efe210548db6d2e20991d05b277c62,,"1,649.9092241 Ether",0.00137654%,16
4423,0x1b22e92636854a41c45b22673b2ed355ca47e4b6,,"1,649.41179448 Ether",0.00137612%,92
4424,0xe247be1eae6cdc4b645ad96854508c4e46f1e4f5,,"1,645.31588831 Ether",0.00137271%,256
4425,0x9a02ed4ca9ad55b75ff9a05debb36d5eb382e184,,"1,644.63462688 Ether",0.00137214%,52
4426,0xd98958c8c1769df52d4747f556263da5b6d9afcf,,"1,644.09249045 Ether",0.00137169%,13
4427,0x1e5ce6f088fd0adb4fcff31cfb02a61503311be9,,"1,643.19508136 Ether",0.00137094%,4169
4428,0x6f4e137d219b4c70e429214aad5818485289564d,,"1,643.17307693 Ether",0.00137092%,58
4429,0x9f028adcd77541d8a7deb8e972c3442dea26ed36,,"1,643.04362 Ether",0.00137081%,1
4430,0x1166c3437a5bb5c3b92b9b25c11823a8ffe551d8,,"1,642.66447379 Ether",0.00137050%,92
4431,0x8ef12f24f777ba6759dddd102bca8956f43608a9,,"1,642.48900684 Ether",0.00137035%,66
4432,0xfded4898820a7c2c34a596b7523aed9e94c21339,,"1,641.57843897 Ether",0.00136959%,15
4433,0xd7e0dc071ef38544a072ce6f333a8697bc11c1b5,,"1,641.4279141 Ether",0.00136946%,284
4434,0x4fa717ab37cfcc65d0dc36f40e5d3628c732e210,,"1,640.83311 Ether",0.00136897%,9
4435,0x203d0c6ec1b5d912222f6ff5cb0e5e79c5ef6357,,"1,640.5954045 Ether",0.00136877%,21
4436,0x52697fe7f0e9c5e11b31970e3fa477434f672c84,,"1,640.00989321 Ether",0.00136828%,223
4437,0xfd580f1d549565a02807edef4d69b5623f24100e,,"1,639.5779483 Ether",0.00136792%,1
4438,0x4d388dc31f39d4a3787df3f9de753ff6bb191b89,,"1,638.59257274 Ether",0.00136710%,136
4439,0x83cf1d92c6ff894ca06acfe9b40d9a636f03b133,,"1,638.48857134 Ether",0.00136701%,29
4440,0x2012c3bfc7f8e65677a01b4818a6246f86110a54,,"1,636.952056 Ether",0.00136573%,6
4441,0xbf7e5ae711abea7e4d45a43f69300c9106723bad,,"1,635.86806013 Ether",0.00136483%,15
4442,0x131c30dd1f20fecad12c26b9b9d7f15f80b0d798,,"1,635.50635506 Ether",0.00136452%,48
4443,0x1526afe229b32ba28376167391c78bb49f2294d5,,"1,635.30114914 Ether",0.00136435%,51
4444,0x2541314a0b408e95a694444977712a50713591ab,,"1,634.706 Ether",0.00136386%,1
4445,0xb6c05627be1300a6af12b47f4cd57471d5f5dd38,,"1,634.30596918 Ether",0.00136352%,1
4446,0xfa712b24110922fb63ac9d1e4291a32361e667f0,,"1,633.8817661 Ether",0.00136317%,1
4447,0xd78aef38ee76f41533adc6272e5a5901ab0c3f37,,"1,632.34153619 Ether",0.00136188%,24
4448,0x60f5094361b511460c23adc33287ef1f7a4cbf35,,"1,631.83414292 Ether",0.00136146%,30
4449,0xd2dfb90c90a8a14d6c8e5f7852c540c005e94ae9,,"1,630.77517668 Ether",0.00136058%,52
4450,0x4d8a5979125f29a27d0db55df754a9bcb5ac5cb7,,"1,630.0251235 Ether",0.00135995%,153
4451,0x010d74a5db01c95e4673bb85e1b4e804da8c0f65,,"1,629.999475 Ether",0.00135993%,5
4452,0x5f3f77271d54539e32d25cc43f5e7cb4c0818143,,"1,629.85084666 Ether",0.00135980%,25
4453,0xd53970e01dba9983ecc1e05f551974cc8d94e0e7,,"1,629.82806168 Ether",0.00135979%,24
4454,0xb8700c17bb966ab854a343377ddf6a2ef06630a3,,"1,627.73996598 Ether",0.00135804%,59
4455,0x26afde5fcda2524058d9a321645d93e2ead0aa02,,"1,626.67076484 Ether",0.00135715%,6
4456,0x89af65ff45f00149c6d847e9344f9de5989641d0,,"1,626.43052735 Ether",0.00135695%,73
4457,0xc6d4ab7043f59dd9bfac40ebe10eecdc2b95ab08,,"1,625.69752267 Ether",0.00135634%,4
4458,0xde6be7acd4880dc5219a7ce5a7b5b37f33e9fe78,,"1,625 Ether",0.00135576%,5
4459,0x2af46c290563c1b242e2d1de5669396eb6a71986,,"1,624.85709062 Ether",0.00135564%,6
4460,0x7777f5103f1c275a1087e41b72093de9405b9303,,"1,623.36781634 Ether",0.00135440%,4
4461,0x1e39fbf0c16a20f65613a4ed1baa088a8937b15c,,"1,622.99750349 Ether",0.00135409%,2903
4462,0xcbb818779f3446522c323266623d15ad7e0544f0,,"1,621.92609421 Ether",0.00135319%,125
4463,0xf075f193d04f422407add89b60db9aa20fdbe56f,,"1,621.83377921 Ether",0.00135312%,1248
4464,0x481144154600794d20cb057521cba57805acc915,,"1,621.4415762 Ether",0.00135279%,4
4465,0x161f38954fbe0d3a0d2dd9d406447baddb541b52,,"1,620.87249054 Ether",0.00135231%,15
4466,0xe6d83ea6d6994a6cdd8bc7bc8d5d46213f44952a,,"1,620.65064663 Ether",0.00135213%,145
4467,0x316641f584e2c0639657652ff8a2c40fce9de776,,"1,619.91466667 Ether",0.00135152%,116
4468,0x1fc7acc9ba10e603dcac792df723be94fd5d950f,,"1,619.90753232 Ether",0.00135151%,11
4469,0xbb4ed2b027c4339e85e759aa620e6c6139b56c0e,,"1,619.1271082 Ether",0.00135086%,2
4470,0x2b9627ebba3c8aea434031e13e79b75982cb3279,,"1,618.28389 Ether",0.00135015%,3
4471,0x090d072c022b5b6a110e4a3988d7a15c2d938e32,,"1,616.24572845 Ether",0.00134845%,3
4472,0x3342a82f3955ee9eb3533e326db14d7009b435a7,,"1,615.49298435 Ether",0.00134783%,13
4473,0xdd00270d347ea0fc0fdd82e9385fbef0682c24f8,,"1,613.39013912 Ether",0.00134607%,419
4474,0x37639b249750016b7f48a7970902838d705722f0,,"1,612.86192013 Ether",0.00134563%,9
4475,0xaf1ee4bda12f6d62505d5d24a0205c1c25f0c6df,,"1,612.19050764 Ether",0.00134507%,13
4476,0xcb6cd4d1e5be75e3e5c793554ed6aa36adafae18,,"1,610.86823411 Ether",0.00134397%,61
4477,0x8c6f6c29835d1b4cd90935f4986704249fad66bb,,"1,610.852892 Ether",0.00134395%,3
4478,0xd946a2a5be9573c3b0a2d4a79c7bb86fc5577256,,"1,610.82980089 Ether",0.00134394%,455
4479,0x9c576d68c904693e0455f2c898eb81ad326693cc,,"1,610.8023773 Ether",0.00134391%,53
4480,0xbeb109ade8a08bbf495cab50cfc602000bfaa00f,,"1,610 Ether",0.00134324%,81
4481,0x68f525921dc11c329b754fbf3e529fc723c834cd,,"1,610 Ether",0.00134324%,1
4482,0xf5b068989df29c253577d0405ade6e0e7528f89e,,"1,610 Ether",0.00134324%,1
4483,0x5e30cbb93d276545632ff155fbccb8b15a8a8800,,"1,608.76274108 Ether",0.00134221%,1202
4484,0x4ee6933071a1b01e7965d373c56085de78dd66d3,,"1,608.32835462 Ether",0.00134185%,39
4485,0xc78b760356e1c14a3f58cb9029e348549863a35a,,"1,608.28336798 Ether",0.00134181%,17
4486,0x6fbc6078136318d4d24dd2881b173d6b0ff8d78b,,"1,607.34763418 Ether",0.00134103%,7
4487,0x1c9a59f7793d8e9e3ef6946c70242d10cdb3af96,,"1,607.20616375 Ether",0.00134091%,30
4488,0xe5f4990e19d6847f6da9c466fcd8fa0d2f600aca,,"1,606.79770685 Ether",0.00134057%,22495
4489,0xfa3f1d0b07f12c1d765960756be5f6bb05f11a71,,"1,606.7165032 Ether",0.00134050%,14
4490,0xcb641ff743974802b3ae2173490e93aac01aa0bc,,"1,606.42135141 Ether",0.00134026%,1097
4491,0x6750adbb477d0310f395da2ad93abe4b9bfd1c87,,"1,605.81371464 Ether",0.00133975%,111
4492,0x7fd2b4f3ca430f95b6e3d2c0f220b163e161423e,,"1,605.7714603 Ether",0.00133972%,28
4493,0xf8c3df3c30b417395b6fc974261918ed5d2f3fcf,,"1,605.71732623 Ether",0.00133967%,2
4494,0xdeca10a8558c79c2598a65a384d21bdcbbb37544,,"1,604.80829556 Ether",0.00133891%,2010
4495,0xd0d7f6b4874f8f6b9330e39de8e23084f22f534b,,"1,604.43764299 Ether",0.00133860%,4
4496,0x7a1470a1a027b97c6eef230d347ab836fc77dd4b,,"1,603.2983057 Ether",0.00133765%,149
4497,0xd8bc46f1d14694bdea5e4873bc80e013cb0e382d,,"1,602 Ether",0.00133657%,4
4498,0xce7e803f992106ecebd9e833ce74c445ef2bdd42,,"1,601.83927094 Ether",0.00133643%,4
4499,0x5bd2b28dd957b9d7cdc64f84356226e682935f31,,"1,601.60520016 Ether",0.00133624%,6
4500,0x39c66b35a98e82968944d2e43b39050e56c6448e,,"1,601.31587531 Ether",0.00133600%,21
4501,0x2cf6be9aac1c7630d5a23af88c28275c70eb8819,Bulls & Apes: BAPBULL Token,"1,601.19464847 Ether",0.00133590%,8834
4502,0xc7afb2a055edf43a8d81374dd908319b017d0876,,"1,601.09252285 Ether",0.00133581%,20
4503,0x92668133d55de4285009715b50e1dd2c47f44062,,"1,600.63314211 Ether",0.00133543%,5
4504,0x42f6264de14293e235f839f43fed0d3d33505204,,"1,600.41729988 Ether",0.00133525%,1
4505,0xbf089a7d88fa90ad8542e5c308c1600f8626b2ac,,"1,600.24931451 Ether",0.00133511%,6
4506,0xfcb9cdf973212bb739d987c3031787fc74def1d1,,"1,600.18406654 Ether",0.00133505%,6
4507,0x3225db283da1abddb319ca80ebac3557f1a2c655,,"1,600.1236914 Ether",0.00133500%,104
4508,0x88de80e477639e9698b1489fc0d7f2f4806e801a,,"1,600.03847472 Ether",0.00133493%,191
4509,0x7cc1511eddcf17b92188668d4c709213dff2604c,,"1,600.01473177 Ether",0.00133491%,31
4510,0xb88942a131acfc7fcb367704944e97851aa8bad8,,"1,600 Ether",0.00133490%,1
4511,0xa962701ef50230f91618d5ff9206c93f8b1274b5,,"1,600 Ether",0.00133490%,2
4512,0xce454ff69fe4f86abd5f2788dc8d9f683d54453d,,"1,600 Ether",0.00133490%,1
4513,0x7c788e741e649b1bea64c01bde8fc0c28c86a243,,"1,599.99993883 Ether",0.00133490%,134
4514,0xfaee4ff197f8c8ab5b444159b4b453b7a3d6e3b2,,"1,599.99958209 Ether",0.00133490%,4
4515,0x85577f3367186d4090fb8ba81c9d8f1b386e6807,,"1,599.9994243 Ether",0.00133490%,5
4516,0xce76e4985abbaee208778ca1608a7ae1fdb46004,,"1,599.99525053 Ether",0.00133490%,42
4517,0xb0c92aaae13544887b6be7c3fddace5b1c6b9fe8,,"1,599.98774725 Ether",0.00133489%,43
4518,0x811c0acd3193cea6da31d20474fcf4743d818314,,"1,599.9847779 Ether",0.00133489%,32
4519,0x7a11cc51c228f7a7bb2b361f3674c9582443d2c9,,"1,599.96914014 Ether",0.00133487%,17
4520,0x94ab56fff8e86cca40e65facee511cf46f929770,,"1,599.8896816 Ether",0.00133481%,20
4521,0x2e0ce2a86dce23efd490d0283a4a415cc9034342,,"1,599.59646017 Ether",0.00133456%,19
4522,0xb9d698e2d344894b40ded9f0470722e9531b8407,,"1,599.24891927 Ether",0.00133427%,89
4523,0xbb993b96ee925ada7d99d786573d3f89180ce3aa,,"1,598.99706 Ether",0.00133406%,5
4524,0xef6b3e2b8cfb9313784d75c42cdb351418f00933,,"1,597.18367512 Ether",0.00133255%,2
4525,0x05ca72e7c010d3a3bc3ad4de0186e9a5b7444343,,"1,597.16239476 Ether",0.00133253%,45
4526,0x0489076a0d17394835af93cd62acff703b6814a9,,"1,597.08786984 Ether",0.00133247%,1700
4527,0x87c247cd155d7a48b59b12c4d4c4efcd24d412ae,,"1,596.86487463 Ether",0.00133228%,7
4528,0x9692173bc46afd96cf39d06d49f1b8e2fd591f97,,"1,594.35124363 Ether",0.00133019%,5
4529,0x94e917d0cbd429cd861115097df0e4cb2595d5cb,,"1,593.43062653 Ether",0.00132942%,85
4530,0x0b38a2bc6951a235e6fb4ab9516c206bf51ab835,,"1,591.65493291 Ether",0.00132794%,2
